cik,name,sic4,sic1,sic2,sic3,countryba,bas1
906107_EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,6798,60,67,679,US,EQUITY RESIDENTIAL
313927_CHURCH & DWIGHT CO INC /DE/,CHURCH & DWIGHT CO INC /DE/,2840,20,28,284,US,500 CHARLES EWING BOULEVARD
"1666291_CLAROS MORTGAGE TRUST, INC.","CLAROS MORTGAGE TRUST, INC.",6500,60,65,650,US,C/O MACK REAL ESTATE GROUP
1333274_MERCER INTERNATIONAL INC.,MERCER INTERNATIONAL INC.,2611,20,26,261,CA,700 WEST PENDER STREET
1338749_POTLATCHDELTIC CORP,POTLATCHDELTIC CORP,6798,60,67,679,US,601 WEST FIRST AVENUE
1404655_HUBSPOT INC,HUBSPOT INC,7372,70,73,737,US,25 FIRST STREET
36146_TRUSTMARK CORP,TRUSTMARK CORP,6021,60,60,602,US,248 E CAPITOL ST
1515673_ULTRAGENYX PHARMACEUTICAL INC.,ULTRAGENYX PHARMACEUTICAL INC.,2834,20,28,283,US,60 LEVERONI COURT
"893949_PEDIATRIX MEDICAL GROUP, INC.","PEDIATRIX MEDICAL GROUP, INC.",8060,70,80,806,US,1301 CONCORD TERRACE
1503802_KARYOPHARM THERAPEUTICS INC.,KARYOPHARM THERAPEUTICS INC.,2834,20,28,283,US,85 WELLS AVENUE
1005757_CSG SYSTEMS INTERNATIONAL INC,CSG SYSTEMS INTERNATIONAL INC,7374,70,73,737,US,169 INVERNESS DR W
910606_REGENCY CENTERS CORP,REGENCY CENTERS CORP,6798,60,67,679,US,ONE INDEPENDENT DRIVE
719413_HECLA MINING CO/DE/,HECLA MINING CO/DE/,1400,10,14,140,US,6500 N MINERAL DRIVE SUITE 200
"1526520_TRIPADVISOR, INC.","TRIPADVISOR, INC.",7370,70,73,737,US,400 1ST AVENUE
720672_STIFEL FINANCIAL CORP,STIFEL FINANCIAL CORP,6211,60,62,621,US,ATTN: JAMES G. LASCHOBER
"1841804_INSTRUCTURE HOLDINGS, INC.","INSTRUCTURE HOLDINGS, INC.",7372,70,73,737,US,"6330 SOUTH 3000 EAST, SUITE 700"
1372020_GREAT LAKES DREDGE & DOCK CORP,GREAT LAKES DREDGE & DOCK CORP,1600,15,16,160,US,9811 KATY FREEWAY
1739936_MOMENTIVE GLOBAL INC.,MOMENTIVE GLOBAL INC.,7370,70,73,737,US,ONE CURIOSITY WAY
871763_MANPOWERGROUP INC.,MANPOWERGROUP INC.,7363,70,73,736,US,100 MANPOWER PLACE
202947_CAPITAL PROPERTIES INC /RI/,CAPITAL PROPERTIES INC /RI/,6519,60,65,651,US,5 STEEPLE STREET
106535_WEYERHAEUSER CO,WEYERHAEUSER CO,6798,60,67,679,US,220 OCCIDENTAL AVENUE SOUTH
"1122904_NETGEAR, INC.","NETGEAR, INC.",3661,20,36,366,US,350 EAST PLUMERIA DRIVE
"860730_HCA HEALTHCARE, INC.","HCA HEALTHCARE, INC.",8062,70,80,806,US,ONE PARK PLZ
"715957_DOMINION ENERGY, INC","DOMINION ENERGY, INC",4911,40,49,491,US,120 TREDEGAR STREET
1444380_NEVRO CORP,NEVRO CORP,3841,20,38,384,US,1800 BRIDGE PARKWAY
7431_ARMSTRONG WORLD INDUSTRIES INC,ARMSTRONG WORLD INDUSTRIES INC,3089,20,30,308,US,2500 COLUMBIA AVE
"91882_DOMINION ENERGY SOUTH CAROLINA, INC.","DOMINION ENERGY SOUTH CAROLINA, INC.",4931,40,49,493,US,400 OTARRE PARKWAY
56047_KIRBY CORP,KIRBY CORP,4400,40,44,440,US,55 WAUGH DRIVE SUITE 1000
"1070985_CORECIVIC, INC.","CORECIVIC, INC.",6798,60,67,679,US,5501 VIRGINIA WAY
"1492422_APELLIS PHARMACEUTICALS, INC.","APELLIS PHARMACEUTICALS, INC.",2834,20,28,283,US,100 FIFTH AVENUE
"1669811_DONNELLEY FINANCIAL SOLUTIONS, INC.","DONNELLEY FINANCIAL SOLUTIONS, INC.",7380,70,73,738,US,35 WEST WACKER DRIVE
1674416_CRISPR THERAPEUTICS AG,CRISPR THERAPEUTICS AG,2836,20,28,283,CH,BAARERSTRASSE 14
"1418121_APPLE HOSPITALITY REIT, INC.","APPLE HOSPITALITY REIT, INC.",6798,60,67,679,US,814 EAST MAIN STREET
1018979_AMERISAFE INC,AMERISAFE INC,6331,60,63,633,US,2301 HIGHWAY 190 WEST
775158_OSHKOSH CORP,OSHKOSH CORP,3711,20,37,371,US,1917 FOUR WHEEL DRIVE
104918_AVISTA CORP,AVISTA CORP,4931,40,49,493,US,1411 E MISSION AVE
1121788_GARMIN LTD,GARMIN LTD,3812,20,38,381,CH,MUHLENTALSTRASSE 2
1128928_FLOWERS FOODS INC,FLOWERS FOODS INC,2000,20,20,200,US,1919 FLOWERS CIRCLE
1161728_MGE ENERGY INC,MGE ENERGY INC,4900,40,49,490,US,133 SOUTH BLAIR STREET
9092_BADGER METER INC,BADGER METER INC,3824,20,38,382,US,4545 WEST BROWN DEER ROAD
752714_MCGRATH RENTCORP,MCGRATH RENTCORP,7359,70,73,735,US,5700 LAS POSITAS RD
"1814140_APEXIGEN, INC.","APEXIGEN, INC.",2834,20,28,283,US,"75 SHOREWAY ROAD, SUITE C"
"1339605_H&E EQUIPMENT SERVICES, INC.","H&E EQUIPMENT SERVICES, INC.",7350,70,73,735,US,7500 PECUE LANE
1481582_RYERSON HOLDING CORP,RYERSON HOLDING CORP,5051,50,50,505,US,"227 W. MONROE ST., 27TH FLOOR"
"1805387_CEREVEL THERAPEUTICS HOLDINGS, INC.","CEREVEL THERAPEUTICS HOLDINGS, INC.",2834,20,28,283,US,222 JACOBS STREET
"1070750_HOST HOTELS & RESORTS, INC.","HOST HOTELS & RESORTS, INC.",6798,60,67,679,US,4747 BETHESDA AVENUE
"878927_OLD DOMINION FREIGHT LINE, INC.","OLD DOMINION FREIGHT LINE, INC.",4213,40,42,421,US,500 OLD DOMINION WAY
730272_REPLIGEN CORP,REPLIGEN CORP,2836,20,28,283,US,41 SEYON STREET
"732834_CONTINENTAL RESOURCES, INC","CONTINENTAL RESOURCES, INC",1311,10,13,131,US,20 NORTH BROADWAY
1389170_TARGA RESOURCES CORP.,TARGA RESOURCES CORP.,4922,40,49,492,US,TARGA RESOURCES PARTNERS LP
921582_IMAX CORP,IMAX CORP,3861,20,38,386,CA,2525 SPEAKMAN DRIVE
949870_BOSTON BEER CO INC,BOSTON BEER CO INC,2082,20,20,208,US,ONE DESIGN CENTER PLACE
36270_M&T BANK CORP,M&T BANK CORP,6022,60,60,602,US,C/O CORPORATE REPORTING
"1455684_TPI COMPOSITES, INC","TPI COMPOSITES, INC",3510,20,35,351,US,8501 N SCOTTSDALE ROAD
1340476_DIRTT ENVIRONMENTAL SOLUTIONS LTD,DIRTT ENVIRONMENTAL SOLUTIONS LTD,7372,70,73,737,CA,7303 30 ST S E
1278021_MARKETAXESS HOLDINGS INC,MARKETAXESS HOLDINGS INC,6211,60,62,621,US,"55 HUDSON YARDS, 15TH FLOOR"
"1517228_COMMSCOPE HOLDING COMPANY, INC.","COMMSCOPE HOLDING COMPANY, INC.",3663,20,36,366,US,"1100 COMMSCOPE PLACE, SE"
1021635_OGE ENERGY CORP.,OGE ENERGY CORP.,4911,40,49,491,US,321 N HARVEY
36029_FIRST FINANCIAL BANKSHARES INC,FIRST FINANCIAL BANKSHARES INC,6022,60,60,602,US,400 PINE STREET
96271_TAMPA ELECTRIC CO,TAMPA ELECTRIC CO,4911,40,49,491,US,702 N FRANKLIN ST
894315_SITE CENTERS CORP.,SITE CENTERS CORP.,6798,60,67,679,US,3300 ENTERPRISE PARKWAY
"1771917_KARUNA THERAPEUTICS, INC.","KARUNA THERAPEUTICS, INC.",2834,20,28,283,US,99 HIGH STREET
"1815442_KYMERA THERAPEUTICS, INC.","KYMERA THERAPEUTICS, INC.",2836,20,28,283,US,"200 ARSENAL YARDS BLVD., SUITE 230"
1286681_DOMINOS PIZZA INC,DOMINOS PIZZA INC,5140,50,51,514,US,30 FRANK LLOYD WRIGHT DRIVE
"1863105_ENGAGESMART, INC.","ENGAGESMART, INC.",7372,70,73,737,US,30 BRAINTREE HILL OFFICE PARK
1393584_AMERICAN WELL CORP,AMERICAN WELL CORP,7389,70,73,738,US,75 STATE STREET
"1780097_BAUDAX BIO, INC.","BAUDAX BIO, INC.",8090,70,80,809,US,490 LAPP ROAD
1135185_ATLAS AIR WORLDWIDE HOLDINGS INC,ATLAS AIR WORLDWIDE HOLDINGS INC,4522,40,45,452,US,2000 WESTCHESTER AVENUE
1059142_GREYSTONE HOUSING IMPACT INVESTORS LP,GREYSTONE HOUSING IMPACT INVESTORS LP,6199,60,61,619,US,14301 FNB PARKWAY
75677_PACKAGING CORP OF AMERICA,PACKAGING CORP OF AMERICA,2650,20,26,265,US,1955 W FIELD CT
1005284_UNIVERSAL DISPLAY CORP PA,UNIVERSAL DISPLAY CORP PA,3670,20,36,367,US,250 PHILLIPS BOULEVARD
1683606_CARS.COM INC.,CARS.COM INC.,7374,70,73,737,US,300 S. RIVERSIDE PLAZA
1177702_SAIA INC,SAIA INC,4213,40,42,421,US,11465 JOHNS CREEK PARKWAY
"1652130_INTELLIA THERAPEUTICS, INC.","INTELLIA THERAPEUTICS, INC.",2835,20,28,283,US,40 ERIE STREET
"1095981_PLUS THERAPEUTICS, INC.","PLUS THERAPEUTICS, INC.",3841,20,38,384,US,4200 MARATHON BLVD.
"60714_LSB INDUSTRIES, INC.","LSB INDUSTRIES, INC.",2810,20,28,281,US,3503 NW 63RD STREET
"1422143_KURA ONCOLOGY, INC.","KURA ONCOLOGY, INC.",2834,20,28,283,US,"12730 HIGH BLUFF DRIVE, SUITE 400"
"1424182_BROADSTONE NET LEASE, INC.","BROADSTONE NET LEASE, INC.",6798,60,67,679,US,800 CLINTON SQUARE
1046568_PERDOCEO EDUCATION CORP,PERDOCEO EDUCATION CORP,8200,70,82,820,US,1750 E. GOLF ROAD
1596967_MOELIS & CO,MOELIS & CO,6282,60,62,628,US,"399 PARK AVENUE, 5TH FLOOR"
"1812364_RELAY THERAPEUTICS, INC.","RELAY THERAPEUTICS, INC.",2836,20,28,283,US,399 BINNEY STREET
1617406_PARK HOTELS & RESORTS INC.,PARK HOTELS & RESORTS INC.,7011,70,70,701,US,1775 TYSONS BLVD
1029142_DYNAVAX TECHNOLOGIES CORP,DYNAVAX TECHNOLOGIES CORP,2834,20,28,283,US,2100 POWELL STREET
1253176_VAPOTHERM INC,VAPOTHERM INC,3841,20,38,384,US,100 DOMAIN DRIVE
"1746618_REVOLVE GROUP, INC.","REVOLVE GROUP, INC.",5961,52,59,596,US,12889 MOORE ST.
"1527753_PERSONALIS, INC.","PERSONALIS, INC.",8071,70,80,807,US,1330 O'BRIEN DRIVE
"1651562_COURSERA, INC.","COURSERA, INC.",7372,70,73,737,US,381 E. EVELYN AVE.
"1642453_DASEKE, INC.","DASEKE, INC.",4700,40,47,470,US,15455 DALLAS PKWY
"1743881_BRIDGEBIO PHARMA, INC.","BRIDGEBIO PHARMA, INC.",2834,20,28,283,US,3160 PORTER DR.
1365135_WESTERN UNION CO,WESTERN UNION CO,7389,70,73,738,US,7001 EAST BELLEVIEW AVENUE
1389002_MARIN SOFTWARE INC,MARIN SOFTWARE INC,7374,70,73,737,US,123 MISSION ST
1313275_BRIGHTCOVE INC,BRIGHTCOVE INC,7374,70,73,737,US,281 SUMMER STREET
1052752_GETTY REALTY CORP /MD/,GETTY REALTY CORP /MD/,6500,60,65,650,US,"292 MADISON AVENUE, 9TH FLOOR"
"944695_HANOVER INSURANCE GROUP, INC.","HANOVER INSURANCE GROUP, INC.",6331,60,63,633,US,440 LINCOLN ST
811596_KAISER ALUMINUM CORP,KAISER ALUMINUM CORP,3350,20,33,335,US,"27422 PORTOLA PARKWAY, SUITE 200"
1353612_INVESCO CURRENCYSHARES CANADIAN DOLLAR TRUST,INVESCO CURRENCYSHARES CANADIAN DOLLAR TRUST,6221,60,62,622,US,C/O INVESCO SPECIALIZED PRODUCTS
"1385280_CINEMARK HOLDINGS, INC.","CINEMARK HOLDINGS, INC.",7830,70,78,783,US,3900 DALLAS PARKWAY
1358762_REATA PHARMACEUTICALS INC,REATA PHARMACEUTICALS INC,2834,20,28,283,US,5320 LEGACY DRIVE
61986_MANITOWOC CO INC,MANITOWOC CO INC,3531,20,35,353,US,11270 WEST PARK PLACE
1851003_ZETA GLOBAL HOLDINGS CORP.,ZETA GLOBAL HOLDINGS CORP.,7372,70,73,737,US,3 PARK AVENUE
1059262_SP PLUS CORP,SP PLUS CORP,7510,70,75,751,US,200 E. RANDOLPH STREET
"1136869_ZIMMER BIOMET HOLDINGS, INC.","ZIMMER BIOMET HOLDINGS, INC.",3842,20,38,384,US,345 EAST MAIN STREET
1701732_ALTAIR ENGINEERING INC.,ALTAIR ENGINEERING INC.,7372,70,73,737,US,1820 E. BIG BEAVER ROAD
704532_ONTO INNOVATION INC.,ONTO INNOVATION INC.,3829,20,38,382,US,16 JONSPIN ROAD
792966_FARMERS & MERCHANTS BANCORP INC,FARMERS & MERCHANTS BANCORP INC,6035,60,60,603,US,307-11 N DEFIANCE ST
1140536_WILLIS TOWERS WATSON PLC,WILLIS TOWERS WATSON PLC,6411,60,64,641,GB,C/O WILLIS GROUP LIMITED
"1853513_MISTER CAR WASH, INC.","MISTER CAR WASH, INC.",7500,70,75,750,US,222 E. 5TH STREET
931584_UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,3312,20,33,331,US,600 MAYER ST
1364742_BLACKROCK INC.,BLACKROCK INC.,6211,60,62,621,US,50 HUDSON YARDS
1598428_TIMKENSTEEL CORP,TIMKENSTEEL CORP,3312,20,33,331,US,1835 DUEBER AVENUE SW
"940942_HUB GROUP, INC.","HUB GROUP, INC.",4731,40,47,473,US,2001 HUB GROUP WAY
712034_ACCO BRANDS CORP,ACCO BRANDS CORP,2780,20,27,278,US,FOUR CORPORATE DRIVE
916076_MARTIN MARIETTA MATERIALS INC,MARTIN MARIETTA MATERIALS INC,1400,10,14,140,US,4123 PARKLAKE AVE
26058_CTS CORP,CTS CORP,3672,20,36,367,US,4925 INDIANA AVENUE
1294133_INOGEN INC,INOGEN INC,3842,20,38,384,US,326 BOLLAY DRIVE
1593538_NAVIENT CORP,NAVIENT CORP,6211,60,62,621,US,123 JUSTISON STREET
760498_BANCFIRST CORP /OK/,BANCFIRST CORP /OK/,6021,60,60,602,US,100 NORTH BROADWAY AVE
"907654_ARCA BIOPHARMA, INC.","ARCA BIOPHARMA, INC.",2835,20,28,283,US,10170 CHURCH RANCH WAY
"1529864_ENOVA INTERNATIONAL, INC.","ENOVA INTERNATIONAL, INC.",6141,60,61,614,US,175 WEST JACKSON BLVD.
"1437352_EVERBRIDGE, INC.","EVERBRIDGE, INC.",7372,70,73,737,US,25 CORPORATE DRIVE
1735184_RETAIL VALUE INC.,RETAIL VALUE INC.,6500,60,65,650,US,3300 ENTERPRISE PARKWAY
863436_BENCHMARK ELECTRONICS INC,BENCHMARK ELECTRONICS INC,3672,20,36,367,US,56 SOUTH ROCKFORD DRIVE
1723788_BITWISE 10 CRYPTO INDEX FUND,BITWISE 10 CRYPTO INDEX FUND,6221,60,62,622,US,400 MONTGOMERY STREET
851520_EXPONENT INC,EXPONENT INC,8742,70,87,874,US,EXPONENT INC
903129_GENTHERM INC,GENTHERM INC,3714,20,37,371,US,21680 HAGGERTY ROAD
"944314_LIFE STORAGE, INC.","LIFE STORAGE, INC.",6798,60,67,679,US,6467 MAIN ST
1068851_PROSPERITY BANCSHARES INC,PROSPERITY BANCSHARES INC,6022,60,60,602,US,4295 SAN FELIPE
750577_HANCOCK WHITNEY CORP,HANCOCK WHITNEY CORP,6022,60,60,602,US,ONE HANCOCK WHITNEY PLAZA
1067983_BERKSHIRE HATHAWAY INC,BERKSHIRE HATHAWAY INC,6331,60,63,633,US,3555 FARNAM STREET
1789832_HESS MIDSTREAM LP,HESS MIDSTREAM LP,1311,10,13,131,US,1501 MCKINNEY STREET
203596_WESBANCO INC,WESBANCO INC,6021,60,60,602,US,1 BANK PLAZA
"1354327_PGT INNOVATIONS, INC.","PGT INNOVATIONS, INC.",3442,20,34,344,US,1070 TECHNOLOGY DRIVE
1315257_KOPPERS HOLDINGS INC.,KOPPERS HOLDINGS INC.,2400,20,24,240,US,436 SEVENTH AVENUE
1861795_DEFINITIVE HEALTHCARE CORP.,DEFINITIVE HEALTHCARE CORP.,7372,70,73,737,US,"492 OLD CONNECTICUT PATH, SUITE 401"
"1628171_REVOLUTION MEDICINES, INC.","REVOLUTION MEDICINES, INC.",2836,20,28,283,US,700 SAGINAW DR
1451809_SITIME CORP,SITIME CORP,3674,20,36,367,US,SITIME CORPORATION
"1640428_EVERQUOTE, INC.","EVERQUOTE, INC.",7370,70,73,737,US,210 BROADWAY
"1756262_TRANSMEDICS GROUP, INC.","TRANSMEDICS GROUP, INC.",3845,20,38,384,US,200 MINUTEMAN ROAD
"1649094_VAXCYTE, INC.","VAXCYTE, INC.",2836,20,28,283,US,"825 INDUSTRIAL ROAD, STE. 300"
798783_UNIVERSAL HEALTH REALTY INCOME TRUST,UNIVERSAL HEALTH REALTY INCOME TRUST,6798,60,67,679,US,UNIVERSAL CORPORATE CTR
352915_UNIVERSAL HEALTH SERVICES INC,UNIVERSAL HEALTH SERVICES INC,8062,70,80,806,US,367 S GULPH RD
921299_FIBROGEN INC,FIBROGEN INC,2834,20,28,283,US,409 ILLINOIS STREET
"1531048_INARI MEDICAL, INC.","INARI MEDICAL, INC.",3841,20,38,384,US,"6001 OAK CANYON, SUITE 100"
315852_RANGE RESOURCES CORP,RANGE RESOURCES CORP,1311,10,13,131,US,100 THROCKMORTON  STE. 1200
"1171155_RADIANT LOGISTICS, INC","RADIANT LOGISTICS, INC",4731,40,47,473,US,700 S RENTON VILLAGE PLACE
922864_APARTMENT INVESTMENT & MANAGEMENT CO,APARTMENT INVESTMENT & MANAGEMENT CO,6798,60,67,679,US,4582 SOUTH ULSTER STREET
1822250_CONTEXTLOGIC INC.,CONTEXTLOGIC INC.,5961,52,59,596,US,ONE SANSOME STREET 33RD FLOOR
1738177_CAMBIUM NETWORKS CORP,CAMBIUM NETWORKS CORP,3663,20,36,366,KY,ONE NEXUS WAY
923796_GEO GROUP INC,GEO GROUP INC,1520,15,15,152,US,4955 TECHNOLOGY WAY
"79282_BROWN & BROWN, INC.","BROWN & BROWN, INC.",6411,60,64,641,US,300 N. BEACH STREET
"1579428_AXSOME THERAPEUTICS, INC.","AXSOME THERAPEUTICS, INC.",2834,20,28,283,US,"22 CORTLANDT STREET, 16TH FLOOR"
1070494_ACADIA PHARMACEUTICALS INC,ACADIA PHARMACEUTICALS INC,2834,20,28,283,US,3611 VALLEY CENTRE DRIVE
1823794_ARKO CORP.,ARKO CORP.,5412,52,54,541,US,8565 MAGELLAN PKWY
1538849_CROSSAMERICA PARTNERS LP,CROSSAMERICA PARTNERS LP,5172,50,51,517,US,645 HAMILTON STREET
1013488_BJS RESTAURANTS INC,BJS RESTAURANTS INC,5812,52,58,581,US,7755 CENTER AVENUE
"1699838_CONFLUENT, INC.","CONFLUENT, INC.",7372,70,73,737,US,899 W. EVELYN AVENUE
"1308606_SPIRIT REALTY CAPITAL, INC.","SPIRIT REALTY CAPITAL, INC.",6512,60,65,651,US,2727 NORTH HARWOOD STREET
1745999_BEAM THERAPEUTICS INC.,BEAM THERAPEUTICS INC.,2836,20,28,283,US,26 LANDSDOWNE STREET
"1783183_PHATHOM PHARMACEUTICALS, INC.","PHATHOM PHARMACEUTICALS, INC.",2834,20,28,283,US,"100 CAMPUS DRIVE,"
"1828161_FTC SOLAR, INC.","FTC SOLAR, INC.",3674,20,36,367,US,"9020 N CAPITAL OF TEXAS HWY, SUITE I-260"
94049_STEPAN CO,STEPAN CO,2840,20,28,284,US,EDENS & WINNETKA ROAD
"1316835_BUILDERS FIRSTSOURCE, INC.","BUILDERS FIRSTSOURCE, INC.",5211,52,52,521,US,"2001 BRYAN STREET, SUITE 1600"
884219_VIAD CORP,VIAD CORP,7389,70,73,738,US,7000 E. 1ST AVENUE
"1622194_EASTERLY GOVERNMENT PROPERTIES, INC.","EASTERLY GOVERNMENT PROPERTIES, INC.",6798,60,67,679,US,2001 K STREET NW
"873303_SAREPTA THERAPEUTICS, INC.","SAREPTA THERAPEUTICS, INC.",2834,20,28,283,US,215 FIRST STREET
1537054_GOGO INC.,GOGO INC.,4899,40,48,489,US,"105 EDGEVIEW DR., SUITE 300"
1825024_OFFERPAD SOLUTIONS INC.,OFFERPAD SOLUTIONS INC.,6531,60,65,653,US,"4520 DEXTER STREET, N.W."
1434316_FATE THERAPEUTICS INC,FATE THERAPEUTICS INC,2836,20,28,283,US,12278 SCRIPPS SUMMIT DRIVE
1651311_MERUS N.V.,MERUS N.V.,2834,20,28,283,NL,YALELAAN 62
1293282_TECHTARGET INC,TECHTARGET INC,4822,40,48,482,US,275 GROVE STREET
1402436_SS&C TECHNOLOGIES HOLDINGS INC,SS&C TECHNOLOGIES HOLDINGS INC,7372,70,73,737,US,80 LAMBERTON RD
1395937_SYNDAX PHARMACEUTICALS INC,SYNDAX PHARMACEUTICALS INC,2834,20,28,283,US,35 GATEHOUSE DRIVE
1830043_BUMBLE INC.,BUMBLE INC.,7370,70,73,737,US,1105 WEST 41ST STREET
1590877_REGENXBIO INC.,REGENXBIO INC.,2836,20,28,283,US,9804 MEDICAL CENTER DRIVE
"1832466_ALIGNMENT HEALTHCARE, INC.","ALIGNMENT HEALTHCARE, INC.",6324,60,63,632,US,1100 W. TOWN AND COUNTRY ROAD
"1718852_PROMETHEUS BIOSCIENCES, INC.","PROMETHEUS BIOSCIENCES, INC.",2834,20,28,283,US,3050 SCIENCE PARK ROAD
1210677_FIRST ADVANTAGE CORP,FIRST ADVANTAGE CORP,7389,70,73,738,US,"1 CONCOURSE PARKWAY NE, SUITE 200"
"1653087_ALECTOR, INC.","ALECTOR, INC.",2836,20,28,283,US,"131 OYSTER POINT BLVD., SUITE 600"
"1724521_ARCUS BIOSCIENCES, INC.","ARCUS BIOSCIENCES, INC.",2834,20,28,283,US,3928 POINT EDEN WAY
1808158_REPARE THERAPEUTICS INC.,REPARE THERAPEUTICS INC.,2834,20,28,283,CA,"7210 FREDERICK-BANTING, SUITE 100"
"1706431_VIR BIOTECHNOLOGY, INC.","VIR BIOTECHNOLOGY, INC.",2836,20,28,283,US,499 ILLINOIS STREET
"1766363_ENDEAVOR GROUP HOLDINGS, INC.","ENDEAVOR GROUP HOLDINGS, INC.",7900,70,79,790,US,"9601 WILSHIRE BOULEVARD, 3RD FLOOR"
"1519751_FORTUNE BRANDS INNOVATIONS, INC.","FORTUNE BRANDS INNOVATIONS, INC.",2430,20,24,243,US,520 LAKE COOK ROAD
1811414_QUANTUMSCAPE CORP,QUANTUMSCAPE CORP,3690,20,36,369,US,1730 TECHNOLOGY DRIVE
"1658247_CRINETICS PHARMACEUTICALS, INC.","CRINETICS PHARMACEUTICALS, INC.",2834,20,28,283,US,"10222 BARNES CANYON ROAD, BLDG. #2"
1109242_HANMI FINANCIAL CORP,HANMI FINANCIAL CORP,6021,60,60,602,US,3660 WILSHIRE BLVD SUITE PH-A
"1275014_ULTRA CLEAN HOLDINGS, INC.","ULTRA CLEAN HOLDINGS, INC.",3674,20,36,367,US,26462 CORPORATE AVENUE
1468328_ADDUS HOMECARE CORP,ADDUS HOMECARE CORP,8082,70,80,808,US,6303 COWBOYS WAY
354647_CVB FINANCIAL CORP,CVB FINANCIAL CORP,6022,60,60,602,US,701 N HAVEN AVE STE 300
"1080014_INNOVIVA, INC.","INNOVIVA, INC.",2834,20,28,283,US,1350 OLD BAYSHORE HIGHWAY
"1350653_ALPHATEC HOLDINGS, INC.","ALPHATEC HOLDINGS, INC.",3841,20,38,384,US,5818 EL CAMINO REAL
"1674930_FULGENT GENETICS, INC.","FULGENT GENETICS, INC.",8071,70,80,807,US,"4978 SANTA ANITA AVENUE, SUITE 205"
"1024795_HELIOS TECHNOLOGIES, INC.","HELIOS TECHNOLOGIES, INC.",3490,20,34,349,US,7456 SIXTEENTH STREET EAST
"1593899_ATEA PHARMACEUTICALS, INC.","ATEA PHARMACEUTICALS, INC.",2834,20,28,283,US,225 FRANKLIN STREET
"1475922_PRIMERICA, INC.","PRIMERICA, INC.",6311,60,63,631,US,1 PRIMERICA PARKWAY
"1142417_NEXSTAR MEDIA GROUP, INC.","NEXSTAR MEDIA GROUP, INC.",4833,40,48,483,US,545 EAST JOHN CARPENTER FREEWAY
862692_CRYO CELL INTERNATIONAL INC,CRYO CELL INTERNATIONAL INC,8090,70,80,809,US,700 BROOKER CREEK BLVD
"949039_DIAMOND OFFSHORE DRILLING, INC.","DIAMOND OFFSHORE DRILLING, INC.",1381,10,13,138,US,15415 KATY FREEWAY
1705181_GRAYSCALE ETHEREUM CLASSIC TRUST (ETC),GRAYSCALE ETHEREUM CLASSIC TRUST (ETC),6221,60,62,622,US,290 HARBOR DRIVE
1725210_GRAYSCALE ETHEREUM TRUST (ETH),GRAYSCALE ETHEREUM TRUST (ETH),6221,60,62,622,US,290 HARBOR DRIVE
1720265_GRAYSCALE ZCASH TRUST (ZEC),GRAYSCALE ZCASH TRUST (ZEC),6221,60,62,622,US,290 HARBOR DRIVE
1109354_BRUKER CORP,BRUKER CORP,3826,20,38,382,US,40 MANNING RD
1820877_APARTMENT INCOME REIT CORP.,APARTMENT INCOME REIT CORP.,6798,60,67,679,US,"4582 S. ULSTER STREET, SUITE 1700"
"1809519_GOODRX HOLDINGS, INC.","GOODRX HOLDINGS, INC.",7374,70,73,737,US,2701 OLYMPIC BOULEVARD
1724965_TALOS ENERGY INC.,TALOS ENERGY INC.,1311,10,13,131,US,333 CLAY STREET
"1362004_ICF INTERNATIONAL, INC.","ICF INTERNATIONAL, INC.",8742,70,87,874,US,1902 RESTON METRO PLAZA
"1396033_LL FLOORING HOLDINGS, INC.","LL FLOORING HOLDINGS, INC.",5211,52,52,521,US,4901 BAKERS MILL LANE
"1850838_OMEGA THERAPEUTICS, INC.","OMEGA THERAPEUTICS, INC.",2836,20,28,283,US,20 ACORN PARK DRIVE
"1849253_RYAN SPECIALTY HOLDINGS, INC.","RYAN SPECIALTY HOLDINGS, INC.",6411,60,64,641,US,"180 NORTH STETSON AVENUE, SUITE 4600"
897448_AMARIN CORP PLCUK,AMARIN CORP PLCUK,2834,20,28,283,IE,"SPACES SOUTH DOCKLANDS, BLOCK C"
1492426_HORIZON THERAPEUTICS PUBLIC LTD CO,HORIZON THERAPEUTICS PUBLIC LTD CO,2834,20,28,283,IE,"CONNAUGHT HOUSE, 1ST FLOOR"
"1699382_PMV PHARMACEUTICALS, INC.","PMV PHARMACEUTICALS, INC.",2834,20,28,283,US,8 CLARKE DRIVE
1076930_NOVANTA INC,NOVANTA INC,3690,20,36,369,US,125 MIDDLESEX TURNPIKE
746515_EXPEDITORS INTERNATIONAL OF WASHINGTON INC,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,4731,40,47,473,US,1015 THIRD AVENUE
1803696_ADEIA INC.,ADEIA INC.,4841,40,48,484,US,3025 ORCHARD PARKWAY
1637873_ACV AUCTIONS INC.,ACV AUCTIONS INC.,7389,70,73,738,US,640 ELLICOTT STREET
1156388_BIG 5 SPORTING GOODS CORP,BIG 5 SPORTING GOODS CORP,5940,52,59,594,US,2525 EAST EL SEGUNDO BOULEVARD
1796209_API GROUP CORP,API GROUP CORP,1700,15,17,170,US,"C/O API GROUP, INC."
